"preusuel";"sexratio_prenom";"n";"sexe_prenom"
"wiame";0;366;"Femme"
"wicem";1;60;"Homme"
"widad";0;655;"Femme"
"widade";0;132;"Femme"
"widdy";1;122;"Homme"
"wided";0;391;"Femme"
"widiane";0;49;"Femme"
"widjy";1;20;"Homme"
"widline";0;36;"Femme"
"widly";1;30;"Homme"
"widy";1;72;"Homme"
"wielfried";1;96;"Homme"
"wiem";0;320;"Femme"
"wieme";0;71;"Femme"
"wieslaw";1;74;"Homme"
"wieslawa";0;48;"Femme"
"wiham";0;52;"Femme"
"wihem";0;153;"Femme"
"wijdan";0;37;"Femme"
"wijdane";0;301;"Femme"
"wijden";0;26;"Femme"
"wijdene";0;46;"Femme"
"wiktor";1;125;"Homme"
"wiktoria";0;123;"Femme"
"wilan";1;94;"Homme"
"wilane";1;20;"Homme"
"wilann";1;21;"Homme"
"wilbert";1;51;"Homme"
"wilda";0;41;"Femme"
"wildrick";1;27;"Homme"
"wildy";1;61;"Homme"
"wilem";1;90;"Homme"
"wilfred";1;228;"Homme"
"wilfreed";1;27;"Homme"
"wilfrid";0.983818379422775;8281;"Homme"
"wilfrida";0;87;"Femme"
"wilfride";0;63;"Femme"
"wilfried";1;12909;"Homme"
"wilfryd";1;21;"Homme"
"wilhelm";1;533;"Homme"
"wilhelmina";0;97;"Femme"
"wilhelmine";0;566;"Femme"
"wilhem";1;805;"Homme"
"wilhiam";1;28;"Homme"
"wiliam";1;213;"Homme"
"will";1;379;"Homme"
"willa";0;29;"Femme"
"willam";1;62;"Homme"
"willan";1;184;"Homme"
"willem";1;1232;"Homme"
"willen";1;77;"Homme"
"willene";0;24;"Femme"
"willfried";1;30;"Homme"
"willhem";1;20;"Homme"
"willi";1;361;"Homme"
"william";0.99969240645144;74774;"Homme"
"william's";1;39;"Homme"
"williams";1;2787;"Homme"
"willian";1;107;"Homme"
"williana";0;146;"Femme"
"williane";0;48;"Femme"
"willibald";1;53;"Homme"
"willie";0.885057471264368;261;"Homme"
"willis";1;159;"Homme"
"willo";1;32;"Homme"
"willona";0;33;"Femme"
"willow";0.201405152224824;427;"Epicene"
"wills";1;25;"Homme"
"willson";1;49;"Homme"
"willy";0.998921542194662;18545;"Homme"
"willyam";1;204;"Homme"
"willyan";1;23;"Homme"
"willyana";0;32;"Femme"
"willys";1;55;"Homme"
"wilma";0;321;"Femme"
"wilman";1;30;"Homme"
"wilna";0;53;"Femme"
"wilo";1;23;"Homme"
"wilona";0;62;"Femme"
"wilsan";1;25;"Homme"
"wilson";1;2669;"Homme"
"wilton";1;46;"Homme"
"wiltor";1;21;"Homme"
"wiltord";1;21;"Homme"
"wilyam";1;20;"Homme"
"wilyan";1;23;"Homme"
"wina";0;47;"Femme"
"windy";0.174825174825175;429;"Femme"
"winifred";0;77;"Femme"
"winna";0;24;"Femme"
"winner";0.803921568627451;153;"Homme"
"winnie";0;102;"Femme"
"winny";1;24;"Homme"
"winona";0;259;"Femme"
"winry";0;20;"Femme"
"winsley";0.762376237623762;101;"Epicene"
"winston";1;142;"Homme"
"winter";1;64;"Homme"
"wisal";0;51;"Femme"
"wisam";0.758333333333333;120;"Epicene"
"wisdom";1;75;"Homme"
"wisem";1;58;"Homme"
"wisley";1;50;"Homme"
"wissal";0.0355594102341717;1153;"Femme"
"wissale";0;172;"Femme"
"wissam";0.80147397512667;2171;"Homme"
"wissame";0.331550802139037;187;"Epicene"
"wissel";0;57;"Femme"
"wissem";0.774535809018568;2639;"Epicene"
"wisseme";0.208333333333333;96;"Epicene"
"withney";0;223;"Femme"
"witney";0;137;"Femme"
"witold";1;142;"Homme"
"wivine";0;33;"Femme"
"wladimir";1;940;"Homme"
"wladislas";1;662;"Homme"
"wladislava";0;25;"Femme"
"wladislaw";1;657;"Homme"
"wladislawa";0;554;"Femme"
"wladyslas";1;231;"Homme"
"wladyslaw";1;748;"Homme"
"wladyslawa";0;533;"Femme"
"woilid";1;41;"Homme"
"wojciech";1;35;"Homme"
"wolf";1;143;"Homme"
"wolff";1;22;"Homme"
"wolfgang";1;650;"Homme"
"wolfram";1;43;"Homme"
"wood";1;25;"Homme"
"woody";1;143;"Homme"
"workhiya";0;22;"Femme"
"woude";0;28;"Femme"
"woury";0;42;"Femme"
"wulfran";1;152;"Homme"
"wyatt";1;1753;"Homme"
"wydad";0;39;"Femme"
"wyem";0;29;"Femme"
"wylan";1;253;"Homme"
"wylann";1;36;"Homme"
"wylem";1;37;"Homme"
"wylene";0;21;"Femme"
"wylfried";1;34;"Homme"
"wylhem";1;34;"Homme"
"wyliam";1;39;"Homme"
"wyllan";1;77;"Homme"
"wyllem";1;77;"Homme"
"wylliam";1;208;"Homme"
"wylson";1;85;"Homme"
"wynona";0;81;"Femme"
"wyssam";1;38;"Homme"
"wyssem";1;65;"Homme"
"xabi";1;523;"Homme"
"xabier";1;79;"Homme"
"xabina";0;23;"Femme"
"xalbat";1;109;"Homme"
"xana";0;143;"Femme"
"xander";1;43;"Homme"
"xane";0;31;"Femme"
"xanti";1;33;"Homme"
"xaverine";0;67;"Femme"
"xavi";1;92;"Homme"
"xavier";1;112417;"Homme"
"xavier-alexandre";1;31;"Homme"
"xavier-françois";1;32;"Homme"
"xavier-marie";1;40;"Homme"
"xavier-pierre";1;35;"Homme"
"xaviera";0;104;"Femme"
"xaviere";0;1068;"Femme"
"xavière";0;79;"Femme"
"xavina";0;20;"Femme"
"xena";0;105;"Femme"
"xenia";0;254;"Femme"
"xénia";0;26;"Femme"
"xian";1;28;"Homme"
"xiao";0;34;"Femme"
"ximena";0;29;"Femme"
"ximun";1;154;"Homme"
"xiomara";0;25;"Femme"
"xuan";0.513307984790874;263;"Epicene"
"ya-sin";1;66;"Homme"
"yaacoub";1;53;"Homme"
"yaacov";1;186;"Homme"
"yaakoub";1;103;"Homme"
"yaakov";1;62;"Homme"
"yaba";0;26;"Femme"
"yacer";1;126;"Homme"
"yacim";1;51;"Homme"
"yacime";1;26;"Homme"
"yacin";1;825;"Homme"
"yacina";0;36;"Femme"
"yacine";0.981693058061068;14967;"Homme"
"yacinthe";0.60377358490566;106;"Epicene"
"yacir";1;35;"Homme"
"yacob";1;81;"Homme"
"yacou";1;21;"Homme"
"yacoub";1;503;"Homme"
"yacouba";1;351;"Homme"
"yacout";0;32;"Femme"
"yacov";1;28;"Homme"
"yadali";1;36;"Homme"
"yadaly";1;66;"Homme"
"yadwiga";0;37;"Femme"
"yael";0.505955376614662;5961;"Epicene"
"yaël";0.520355638745906;2137;"Epicene"
"yaele";0;138;"Femme"
"yaële";0;57;"Femme"
"yaell";0;37;"Femme"
"yaelle";0;3052;"Femme"
"yaëlle";0;1213;"Femme"
"yafa";0;27;"Femme"
"yaffa";0;30;"Femme"
"yagiz";1;30;"Homme"
"yagmur";0;306;"Femme"
"yago";1;142;"Homme"
"yagoub";1;20;"Homme"
"yagouba";1;26;"Homme"
"yahaya";1;141;"Homme"
"yahel";0.569620253164557;158;"Epicene"
"yahia";1;884;"Homme"
"yahiya";1;30;"Homme"
"yahn";1;168;"Homme"
"yahnis";1;57;"Homme"
"yahnn";1;26;"Homme"
"yahya";1;1540;"Homme"
"yair";1;95;"Homme"
"yaïr";1;43;"Homme"
"yakare";0;60;"Femme"
"yakhouba";1;98;"Homme"
"yakim";1;44;"Homme"
"yakin";0.74;100;"Epicene"
"yakine";0.457583547557841;389;"Epicene"
"yakoub";1;200;"Homme"
"yakouba";1;87;"Homme"
"yakout";0;74;"Femme"
"yakouta";0;20;"Femme"
"yakoute";0;21;"Femme"
"yakub";1;70;"Homme"
"yakup";1;378;"Homme"
"yalcin";1;123;"Homme"
"yalda";0;30;"Femme"
"yali";0;24;"Femme"
"yalina";0;22;"Femme"
"yaline";0;35;"Femme"
"yalis";1;22;"Homme"
"yaly";0;26;"Femme"
"yama";0;27;"Femme"
"yamadou";1;101;"Homme"
"yaman";1;133;"Homme"
"yamanda";0;34;"Femme"
"yamani";1;71;"Homme"
"yamato";1;22;"Homme"
"yamen";1;97;"Homme"
"yamena";0;58;"Femme"
"yamila";0;85;"Femme"
"yamile";0;30;"Femme"
"yamin";1;523;"Homme"
"yamina";0;9789;"Femme"
"yamine";1;1215;"Homme"
"yamna";0;569;"Femme"
"yamouna";0;24;"Femme"
"yana";0;448;"Femme"
"yanael";1;260;"Homme"
"yanaël";1;238;"Homme"
"yanaelle";0;134;"Femme"
"yanaëlle";0;102;"Femme"
"yanais";0;20;"Femme"
"yancey";1;21;"Homme"
"yancy";1;21;"Homme"
"yane";0.485207100591716;169;"Epicene"
"yaneck";1;55;"Homme"
"yanek";1;36;"Homme"
"yanel";0.904255319148936;282;"Homme"
"yanelle";0;109;"Femme"
"yanes";1;44;"Homme"
"yanessa";0;21;"Femme"
"yang";1;40;"Homme"
"yani";1;1126;"Homme"
"yanic";0.886877828054299;221;"Homme"
"yanice";0.918032786885246;793;"Homme"
"yanick";0.837449933244326;2996;"Homme"
"yanie";0;23;"Femme"
"yanik";0.832764505119454;293;"Homme"
"yanil";1;81;"Homme"
"yanina";0;106;"Femme"
"yanira";0;26;"Femme"
"yanis";0.99933919938789;57506;"Homme"
"yanïs";1;39;"Homme"
"yanise";1;33;"Homme"
"yaniss";1;2015;"Homme"
"yanissa";0;92;"Femme"
"yanisse";0.930232558139535;602;"Homme"
"yaniv";1;213;"Homme"
"yanka";0;21;"Femme"
"yankel";1;121;"Homme"
"yanko";1;35;"Homme"
"yann";0.999357506658567;85604;"Homme"
"yann-ael";1;68;"Homme"
"yann-aël";1;28;"Homme"
"yann-cedric";1;32;"Homme"
"yann-david";1;21;"Homme"
"yann-emmanuel";1;34;"Homme"
"yann-eric";1;96;"Homme"
"yann-erwan";1;23;"Homme"
"yann-fanch";1;29;"Homme"
"yann-gael";1;75;"Homme"
"yann-hervé";1;21;"Homme"
"yann-loïc";1;64;"Homme"
"yann-mael";1;26;"Homme"
"yann-olivier";1;38;"Homme"
"yann-vari";1;29;"Homme"
"yann-yves";1;41;"Homme"
"yanna";0;492;"Femme"
"yannael";1;119;"Homme"
"yannaël";1;61;"Homme"
"yannaelle";0;53;"Femme"
"yannaëlle";0;35;"Femme"
"yanne";0.510948905109489;411;"Epicene"
"yanneck";1;53;"Homme"
"yannel";1;59;"Homme"
"yanni";1;535;"Homme"
"yannic";0.846497764530551;671;"Homme"
"yannice";0.82258064516129;186;"Homme"
"yannick";0.94281723340172;91636;"Homme"
"yannicke";0;55;"Femme"
"yannie";0;64;"Femme"
"yannig";1;423;"Homme"
"yannik";0.853801169590643;684;"Homme"
"yannique";0;43;"Femme"
"yannis";0.99591865960189;13966;"Homme"
"yanniss";1;62;"Homme"
"yanniv";1;23;"Homme"
"yanny";1;44;"Homme"
"yannys";1;27;"Homme"
"yano";1;21;"Homme"
"yany";1;23;"Homme"
"yanys";1;48;"Homme"
"yaouen";1;90;"Homme"
"yapi";1;28;"Homme"
"yapo";1;28;"Homme"
"yaprak";0;27;"Femme"
"yaqine";0.556962025316456;79;"Epicene"
"yaqoub";1;40;"Homme"
"yaquine";1;20;"Homme"
"yara";0;1024;"Femme"
"yarah";0;29;"Femme"
"yarie";0;20;"Femme"
"yarno";1;21;"Homme"
"yarol";1;30;"Homme"
"yaron";1;153;"Homme"
"yarone";1;68;"Homme"
"yaroslav";1;50;"Homme"
"yarouba";1;33;"Homme"
"yasar";1;233;"Homme"
"yaseen";1;62;"Homme"
"yasemin";0;883;"Femme"
"yasemine";0;40;"Femme"
"yaser";1;71;"Homme"
"yash";1;35;"Homme"
"yasid";1;89;"Homme"
"yasim";1;36;"Homme"
"yasin";1;2941;"Homme"
"yasine";1;511;"Homme"
"yasir";1;143;"Homme"
"yasma";0;46;"Femme"
"yasmeen";0;196;"Femme"
"yasmin";0.0671378091872792;849;"Femme"
"yasmina";0;13680;"Femme"
"yasmine";0.00121444801378986;25526;"Femme"
"yasna";0;74;"Femme"
"yasra";0;32;"Femme"
"yassa";0.344444444444444;90;"Epicene"
"yassamine";0;37;"Femme"
"yassar";1;32;"Homme"
"yassen";1;23;"Homme"
"yasser";1;2208;"Homme"
"yassia";0;25;"Femme"
"yassim";1;215;"Homme"
"yassime";1;24;"Homme"
"yassin";1;4760;"Homme"
"yassina";0;40;"Femme"
"yassine";0.99749146029035;18736;"Homme"
"yassir";1;1423;"Homme"
"yassira";0;39;"Femme"
"yassire";1;31;"Homme"
"yassmin";0;33;"Femme"
"yassmina";0;132;"Femme"
"yassmine";0;470;"Femme"
"yasten";1;32;"Homme"
"yatte";1;25;"Homme"
"yavuz";1;375;"Homme"
"yavuz-selim";1;34;"Homme"
"yaya";0.95850622406639;723;"Homme"
"yaye";0;129;"Femme"
"yayi";0;21;"Femme"
"yazan";1;131;"Homme"
"yazane";1;30;"Homme"
"yazen";1;42;"Homme"
"yazid";1;3303;"Homme"
"yazide";1;124;"Homme"
"yban";1;20;"Homme"
"ybrahim";1;30;"Homme"
"ybrahima";1;49;"Homme"
"ycham";1;21;"Homme"
"ychem";1;36;"Homme"
"ydir";1;28;"Homme"
"ydris";1;88;"Homme"
"ydriss";1;213;"Homme"
"ydrissa";1;28;"Homme"
"yecine";1;72;"Homme"
"yedidia";1;29;"Homme"
"yeelen";0;32;"Femme"
"yehiel";1;78;"Homme"
"yehouda";1;154;"Homme"
"yehoudit";0;32;"Femme"
"yehoudith";0;28;"Femme"
"yekoutiel";1;29;"Homme"
"yekta";1;54;"Homme"
"yelan";1;31;"Homme"
"yelda";0;156;"Femme"
"yeleen";0;110;"Femme"
"yelen";0;34;"Femme"
"yelena";0;1078;"Femme"
"yéléna";0;219;"Femme"
"yélèna";0;27;"Femme"
"yeli";1;69;"Homme"
"yelin";0;30;"Femme"
"yelina";0;151;"Femme"
"yélina";0;68;"Femme"
"yeline";0;40;"Femme"
"yeliz";0;761;"Femme"
"yéliz";0;21;"Femme"
"yellana";0;54;"Femme"
"yellena";0;21;"Femme"
"yelli";1;21;"Homme"
"yelly";1;23;"Homme"
"yeltaz";1;32;"Homme"
"yely";1;41;"Homme"
"yemine";1;23;"Homme"
"yemna";0;66;"Femme"
"yena";0;29;"Femme"
"yendi";0.60655737704918;61;"Epicene"
"yener";1;36;"Homme"
"yeng";1;27;"Homme"
"yeni";1;35;"Homme"
"yenis";1;76;"Homme"
"yenni";1;60;"Homme"
"yentel";0;30;"Femme"
"yentl";0;65;"Femme"
"yeouda";1;21;"Homme"
"yerim";1;36;"Homme"
"yero";1;145;"Homme"
"yéro";1;26;"Homme"
"yeshua";1;21;"Homme"
"yesim";0;116;"Femme"
"yesmin";0;22;"Femme"
"yesmina";0;64;"Femme"
"yesmine";0;268;"Femme"
"yessin";1;42;"Homme"
"yessine";1;196;"Homme"
"yeter";0;128;"Femme"
"yeva";0;74;"Femme"
"yevan";1;33;"Homme"
"yezda";0;34;"Femme"
"yezid";1;24;"Homme"
"ygal";1;73;"Homme"
"ygor";1;35;"Homme"
"yhann";1;30;"Homme"
"yiannis";1;39;"Homme"
"yichai";1;20;"Homme"
"yidir";1;22;"Homme"
"yigit";1;298;"Homme"
"yildiray";1;49;"Homme"
"yildirim";1;34;"Homme"
"yildiz";0;175;"Femme"
"yilmaz";1;275;"Homme"
"ying";0.522727272727273;44;"Epicene"
"ylan";1;4806;"Homme"
"ylana";0;648;"Femme"
"ylane";0.882716049382716;324;"Homme"
"ylang";0;28;"Femme"
"ylann";1;1847;"Homme"
"ylanna";0;111;"Femme"
"ylario";1;25;"Homme"
"ylea";0;32;"Femme"
"yléa";0;27;"Femme"
"yleana";0;49;"Femme"
"yléana";0;53;"Femme"
"yleane";0;26;"Femme"
"ylena";0;163;"Femme"
"yléna";0;86;"Femme"
"ylenia";0;35;"Femme"
"ylenna";0;21;"Femme"
"ylenzo";1;266;"Homme"
"ylhan";1;361;"Homme"
"ylhann";1;72;"Homme"
"ylhem";0;33;"Femme"
"yliam";1;126;"Homme"
"ylian";1;639;"Homme"
"yliana";0;690;"Femme"
"yliane";1;98;"Homme"
"yliann";1;144;"Homme"
"ylianna";0;119;"Femme"
"yliano";1;47;"Homme"
"ylias";1;214;"Homme"
"yliass";1;23;"Homme"
"ylies";1;1267;"Homme"
"yliès";1;168;"Homme"
"yliess";1;263;"Homme"
"yliesse";1;69;"Homme"
"ylina";0;38;"Femme"
"yllan";1;388;"Homme"
"yllana";0;64;"Femme"
"ylli";1;28;"Homme"
"yllian";1;74;"Homme"
"ylliana";0;74;"Femme"
"yllies";1;62;"Homme"
"yllona";0;89;"Femme"
"yloan";1;43;"Homme"
"ylona";0;977;"Femme"
"ylonna";0;48;"Femme"
"ylouna";0;26;"Femme"
"ylyes";1;34;"Homme"
"ymad";1;40;"Homme"
"yman";0.269230769230769;78;"Epicene"
"ymane";0;152;"Femme"
"ymed";1;39;"Homme"
"ymen";0;136;"Femme"
"ymene";0;100;"Femme"
"ymran";1;39;"Homme"
"ymrane";1;21;"Homme"
"ynaia";0;23;"Femme"
"ynaïa";0;48;"Femme"
"ynaya";0;52;"Femme"
"ynes";0;895;"Femme"
"ynès";0;297;"Femme"
"yness";0;291;"Femme"
"ynesse";0;46;"Femme"
"ynna";0;54;"Femme"
"ynola";0;49;"Femme"
"yoachim";1;32;"Homme"
"yoahn";1;50;"Homme"
"yoakim";1;37;"Homme"
"yoan";1;16038;"Homme"
"yoana";0;151;"Femme"
"yoane";1;142;"Homme"
"yoanis";1;74;"Homme"
"yoann";1;42302;"Homme"
"yoanna";0;386;"Femme"
"yoanne";0.857740585774059;478;"Homme"
"yoannis";1;27;"Homme"
"yoav";1;187;"Homme"
"yocheved";0;21;"Femme"
"yoel";1;551;"Homme"
"yoël";1;132;"Homme"
"yoela";0;29;"Femme"
"yoen";1;269;"Homme"
"yoenn";1;52;"Homme"
"yogan";1;44;"Homme"
"yohai";1;43;"Homme"
"yoham";1;27;"Homme"
"yohan";1;24324;"Homme"
"yohana";0;152;"Femme"
"yohanan";1;86;"Homme"
"yohane";1;84;"Homme"
"yohanes";1;21;"Homme"
"yohann";1;22740;"Homme"
"yohanna";0;473;"Femme"
"yohanne";0.691860465116279;172;"Epicene"
"yohannes";1;46;"Homme"
"yohav";1;30;"Homme"
"yohen";1;52;"Homme"
"yoheved";0;33;"Femme"
"yohni";1;21;"Homme"
"yokheved";0;23;"Femme"
"yoko";0;100;"Femme"
"yola";0;271;"Femme"
"yolain";1;64;"Homme"
"yolaine";0;3983;"Femme"
"yolan";1;732;"Homme"
"yoland";1;924;"Homme"
"yolanda";0;823;"Femme"
"yolande";0.000520359047742943;53809;"Femme"
"yolane";0.386666666666667;75;"Epicene"
"yolann";1;283;"Homme"
"yolas";1;34;"Homme"
"yole";0;36;"Femme"
"yoleine";0;27;"Femme"
"yolene";0;1104;"Femme"
"yolène";0;164;"Femme"
"yolenn";0;30;"Femme"
"yolenne";0;26;"Femme"
"yolette";0;59;"Femme"
"yolhan";1;46;"Homme"
"yolina";0;20;"Femme"
"yoline";0;135;"Femme"
"yolita";0;24;"Femme"
"yollan";1;22;"Homme"
"yollande";0;190;"Femme"
"yomna";0;127;"Femme"
"yona";0.087434554973822;1910;"Femme"
"yonael";1;26;"Homme"
"yonah";0.288590604026846;149;"Epicene"
"yonas";1;97;"Homme"
"yonatan";1;51;"Homme"
"yonatane";1;20;"Homme"
"yonathan";1;378;"Homme"
"yonca";0;55;"Femme"
"yonel";1;226;"Homme"
"yones";1;52;"Homme"
"yoness";1;22;"Homme"
"yong";1;26;"Homme"
"yoni";1;3597;"Homme"
"yonie";1;28;"Homme"
"yonis";1;386;"Homme"
"yonn";1;26;"Homme"
"yonna";0;160;"Femme"
"yonnel";1;234;"Homme"
"yonni";1;301;"Homme"
"yonnick";1;26;"Homme"
"yonny";1;58;"Homme"
"yonus";1;22;"Homme"
"yony";1;109;"Homme"
"yoram";1;268;"Homme"
"yoran";1;325;"Homme"
"yorane";1;32;"Homme"
"yorann";1;69;"Homme"
"yordan";1;58;"Homme"
"yoren";1;24;"Homme"
"yori";1;107;"Homme"
"yoric";1;83;"Homme"
"yorick";1;904;"Homme"
"yorik";1;96;"Homme"
"yoris";1;383;"Homme"
"yoro";1;102;"Homme"
"yorrick";1;96;"Homme"
"yosef";1;28;"Homme"
"yoshua";1;51;"Homme"
"yosr";0;51;"Femme"
"yosra";0;543;"Femme"
"yosri";1;157;"Homme"
"yossef";1;437;"Homme"
"yosseph";1;44;"Homme"
"yossi";1;101;"Homme"
"yossra";0;140;"Femme"
"yossri";1;22;"Homme"
"yotam";1;41;"Homme"
"youan";1;25;"Homme"
"youb";1;33;"Homme"
"youba";1;92;"Homme"
"youcef";1;5521;"Homme"
"youen";1;853;"Homme"
"youenn";1;1805;"Homme"
"yougoudou";0;24;"Femme"
"youlan";1;23;"Homme"
"youlia";0;41;"Femme"
"youma";0;154;"Femme"
"youmi";0;32;"Femme"
"youmna";0;674;"Femme"
"youn";1;335;"Homme"
"youna";0;2250;"Femme"
"younas";1;31;"Homme"
"younes";1;14344;"Homme"
"younés";1;92;"Homme"
"younès";1;1234;"Homme"
"younese";1;26;"Homme"
"youness";1;2607;"Homme"
"younesse";1;428;"Homme"
"youni";1;51;"Homme"
"younis";1;199;"Homme"
"younn";1;29;"Homme"
"younna";0;24;"Femme"
"younnes";1;29;"Homme"
"younous";1;337;"Homme"
"younouss";1;133;"Homme"
"younoussa";1;41;"Homme"
"younousse";1;62;"Homme"
"younoussou";1;20;"Homme"
"youns";1;85;"Homme"
"younse";1;26;"Homme"
"younss";1;24;"Homme"
"younsse";1;39;"Homme"
"youri";1;2825;"Homme"
"youry";1;134;"Homme"
"yousaf";1;26;"Homme"
"yousef";1;422;"Homme"
"yousna";0;34;"Femme"
"yousouf";1;81;"Homme"
"yousr";0;44;"Femme"
"yousra";0;4573;"Femme"
"yousrah";0;27;"Femme"
"yousri";1;534;"Homme"
"youssaf";1;36;"Homme"
"youssef";1;17186;"Homme"
"yousseff";1;21;"Homme"
"youssera";0;50;"Femme"
"youssif";1;51;"Homme"
"youssof";1;33;"Homme"
"youssou";1;38;"Homme"
"youssouf";1;2590;"Homme"
"youssoufa";1;29;"Homme"
"youssoufi";1;20;"Homme"
"youssoufou";1;24;"Homme"
"youssouph";1;38;"Homme"
"youssoupha";1;50;"Homme"
"youssra";0;1543;"Femme"
"youssri";1;130;"Homme"
"youssuf";1;49;"Homme"
"youston";1;29;"Homme"
"yousuf";1;27;"Homme"
"youva";1;161;"Homme"
"youval";1;39;"Homme"
"youwan";1;37;"Homme"
"youwen";1;49;"Homme"
"youwenn";1;31;"Homme"
"yova";1;21;"Homme"
"yovan";1;234;"Homme"
"yovana";0;37;"Femme"
"yovann";1;83;"Homme"
"yoven";1;23;"Homme"
"yovenn";1;26;"Homme"
"yowan";1;36;"Homme"
"yowen";1;38;"Homme"
"yrene";0;90;"Femme"
"yrieix";1;73;"Homme"
"yrina";0;72;"Femme"
"yris";0;128;"Femme"
"yron";1;33;"Homme"
"yrvin";1;24;"Homme"
"ysaac";1;52;"Homme"
"ysabeau";0;20;"Femme"
"ysabel";0;102;"Femme"
"ysabelle";0;81;"Femme"
"ysaé";0;29;"Femme"
"ysalie";0;48;"Femme"
"ysaline";0;1297;"Femme"
"ysalis";0;158;"Femme"
"ysalys";0;25;"Femme"
"ysambre";0;28;"Femme"
"ysatis";0;162;"Femme"
"ysaure";0;126;"Femme"
"ysea";0;37;"Femme"
"ysee";0;477;"Femme"
"ysée";0;373;"Femme"
"yseline";0;56;"Femme"
"yseult";0;542;"Femme"
"ysia";0;256;"Femme"
"ysilde";0;20;"Femme"
"ysis";0;83;"Femme"
"yslem";1;29;"Homme"
"ysma";0;24;"Femme"
"ysmael";1;61;"Homme"
"ysmaël";1;40;"Homme"
"ysolde";0;23;"Femme"
"ysoline";0;214;"Femme"
"ysra";0;27;"Femme"
"yssa";1;220;"Homme"
"yssam";1;156;"Homme"
"yssan";1;23;"Homme"
"yssouf";1;29;"Homme"
"yuan";1;48;"Homme"
"yuba";1;26;"Homme"
"yucel";1;106;"Homme"
"yugo";1;74;"Homme"
"yuji";1;21;"Homme"
"yuka";0;27;"Femme"
"yuki";0.517241379310345;87;"Epicene"
"yukiko";0;30;"Femme"
"yuko";0;32;"Femme"
"yuksel";0.822695035460993;141;"Homme"
"yulen";1;25;"Homme"
"yulia";0;97;"Femme"
"yulian";1;37;"Homme"
"yuliana";0;27;"Femme"
"yuma";0.67741935483871;155;"Epicene"
"yume";0;29;"Femme"
"yumi";0;312;"Femme"
"yumiko";0;22;"Femme"
"yumna";0;33;"Femme"
"yuna";0;3325;"Femme"
"yûna";0;39;"Femme"
"yüna";0;61;"Femme"
"yunes";1;119;"Homme"
"yunis";1;28;"Homme"
"yunna";0;20;"Femme"
"yunus";1;1060;"Homme"
"yunus-emre";1;221;"Homme"
"yunusemre";1;24;"Homme"
"yuri";0.938271604938272;405;"Homme"
"yusef";1;25;"Homme"
"yusra";0;240;"Femme"
"yüsra";0;32;"Femme"
"yussef";1;73;"Homme"
"yussouf";1;21;"Homme"
"yussuf";1;104;"Homme"
"yusuf";1;3290;"Homme"
"yûsuf";1;25;"Homme"
"yusufcan";1;25;"Homme"
"yuta";1;33;"Homme"
"yuto";1;21;"Homme"
"yuva";1;56;"Homme"
"yvain";1;526;"Homme"
"yvan";1;27135;"Homme"
"yvana";0;758;"Femme"
"yvanah";0;20;"Femme"
"yvane";0.309139784946237;744;"Epicene"
"yvanie";0;101;"Femme"
"yvann";1;1654;"Homme"
"yvanna";0;582;"Femme"
"yvannah";0;39;"Femme"
"yvanne";0.140997830802603;461;"Femme"
"yvannick";1;20;"Homme"
"yvano";1;67;"Homme"
"yvans";1;33;"Homme"
"yvelin";1;32;"Homme"
"yveline";0;9629;"Femme"
"yvelise";0;1807;"Femme"
"yvelle";0;100;"Femme"
"yvelyne";0;303;"Femme"
"yvelyse";0;76;"Femme"
"yven";1;62;"Homme"
"yvens";1;39;"Homme"
"yvenson";1;24;"Homme"
"yveric";1;53;"Homme"
"yves";0.998798144962877;229645;"Homme"
"yves-alain";1;38;"Homme"
"yves-alexandre";1;30;"Homme"
"yves-andré";1;99;"Homme"
"yves-antoine";1;37;"Homme"
"yves-claude";1;23;"Homme"
"yves-emmanuel";1;35;"Homme"
"yves-eric";1;38;"Homme"
"yves-françois";1;26;"Homme"
"yves-henri";1;50;"Homme"
"yves-jean";1;36;"Homme"
"yves-laurent";1;50;"Homme"
"yves-lise";0;42;"Femme"
"yves-louis";1;25;"Homme"
"yves-marie";1;1285;"Homme"
"yves-michel";1;110;"Homme"
"yves-noël";1;42;"Homme"
"yves-olivier";1;26;"Homme"
"yves-pierre";1;29;"Homme"
"yvette";0;203493;"Femme"
"yviane";0;31;"Femme"
"yvic";1;25;"Homme"
"yvick";1;32;"Homme"
"yvie";0;29;"Femme"
"yvon";1;40554;"Homme"
"yvon-marie";1;37;"Homme"
"yvone";0;343;"Femme"
"yvonic";1;53;"Homme"
"yvonick";1;139;"Homme"
"yvonig";1;25;"Homme"
"yvonna";0;136;"Femme"
"yvonne";0.00011280710762576;257076;"Femme"
"yvonne-marie";0;21;"Femme"
"yvonnet";1;59;"Homme"
"yvonnette";0;441;"Femme"
"yvonnic";1;217;"Homme"
"yvonnick";0.924987066735644;1933;"Homme"
"yvonnig";1;28;"Homme"
"yvonnik";1;24;"Homme"
"yvrin";1;81;"Homme"
"ywan";1;60;"Homme"
"ywann";1;39;"Homme"
"ywen";1;131;"Homme"
"ywenn";1;40;"Homme"
"yzea";0;34;"Femme"
"yzéa";0;23;"Femme"
"yzia";0;84;"Femme"
"zaara";0;77;"Femme"
"zabida";0;36;"Femme"
"zabou";0;58;"Femme"
"zacari";1;41;"Homme"
"zacaria";1;127;"Homme"
"zacarias";1;26;"Homme"
